"","logFC","logCPM","LR","PValue","FDR"
"SLC26A4",-3.22882175893873,1.90268985770798,398.770379237834,1.02001991662765e-88,4.73435412393624e-87
"SLC26A7",-2.52510591155305,4.80499025688673,73.4472230823476,1.03363315289648e-17,3.09363205002101e-17
"SLC27A3",1.06910156824307,5.42692098226556,167.419346952385,2.70914066868892e-38,1.8861442440559e-37
"SLC27A4",-1.17300469608294,4.8931872707332,263.143393443962,3.54280254956814e-59,6.06715117080641e-58
"SLC28A1",1.97828717299819,6.97772426970952,99.1667290974289,2.32113974732893e-23,8.81311444838272e-23
"SLC29A2",-2.58414649954675,3.07359005262507,210.538382558752,1.04810958260094e-47,1.07546726385478e-46
"SLC29A4",1.93168190111074,5.90505060698186,152.449832226486,5.0525734595559e-35,3.09914746702031e-34
"SLC2A12",-2.59810922628252,2.7096632022324,446.714066597247,3.74309953011396e-99,2.32368499579866e-97
"SLC2A14",2.3767841150783,1.6537842275873,183.00680258257,1.06891374072423e-41,8.57144554523698e-41
"SLC2A1",2.0003151972375,8.21801505853889,217.595458243074,3.0261349719862e-49,3.35214757974887e-48
"SLC2A3",2.16421658310145,7.18576422785653,176.970175612583,2.22322971923965e-40,1.67715947275704e-39
"SLC2A5",1.81601994388121,6.70668246924255,73.0231445198563,1.28138353715928e-17,3.81903047012124e-17
"SLC30A2",-3.5972098524956,2.67887101802632,219.609806518155,1.10025936720021e-49,1.24849690113602e-48
"SLC34A1",-4.71931094861261,4.66020663758753,288.083208704635,1.30080586497746e-64,2.6880314261164e-63
"SLC34A3",-4.03012283002365,2.30358041333847,492.383551752228,4.31698907424524e-109,3.47669298471242e-107
"SLC35F1",1.21650322134598,2.01096404663571,67.0534437071315,2.64245600347062e-16,7.40036691648662e-16
"SLC35F3",1.5297349589381,1.17756869935166,33.9563729542826,5.63617716472867e-09,1.10404159318028e-08
"SLC36A2",-4.52053335940677,3.72028394823197,199.880251032176,2.2180117414479e-45,2.07315915532197e-44
"SLC37A2",2.85906159057083,4.08334860916011,303.939360925226,4.5659970686044e-68,1.07811078169789e-66
"SLC38A4",-1.39276640277672,2.86621258826318,25.0848382764231,5.48625320100735e-07,9.53899946806028e-07
"SLC38A5",1.83008033033718,3.60038238743074,32.4873360184026,1.19971770845828e-08,2.30372395132361e-08
"SLC39A14",1.8193444842303,8.58122835826323,136.614838240277,1.4639732279146e-31,7.85442460306073e-31
"SLC39A4",-1.88200145714392,4.49546436418028,274.133497641019,1.42579239045375e-61,2.64873825752748e-60
"SLC39A5",-1.26422490526014,6.20298341890785,41.171777385253,1.39421183187648e-10,2.96451578180786e-10
"SLC41A2",1.26695734005498,4.91895192510057,216.440692874167,5.40489737902345e-49,5.92114456250518e-48
"SLC43A1",-1.41433447723744,2.95972943908889,136.049603213605,1.94607650745669e-31,1.03737366313407e-30
"SLC43A3",1.57300020902695,5.90844599664183,174.1641766223,9.11447056601438e-40,6.70599985002707e-39
"SLC44A4",-1.90501918769132,5.07734136373808,116.108666765999,4.49953878937592e-27,2.01802012109909e-26
"SLC47A2",-4.09346238230969,3.15174575289583,416.944365834566,1.12861780060347e-92,6.04866065150757e-91
"SLC48A1",-1.46612323167044,5.29300824205066,545.32618337093,1.30840734363475e-120,1.4229168622492e-118
"SLC4A11",-4.81258421999268,3.26464764562981,1033.8525866481,7.87145374773722e-227,7.32979933672105e-224
"SLC4A1",-3.57742463669684,5.82834199465393,114.817063822336,8.63027737258122e-27,3.82344640422503e-26
"SLC4A3",-1.22117214490132,2.65332076922831,30.9586171457806,2.63589156916472e-08,4.97682784044927e-08
"SLC4A5",1.68813562467463,2.77783188705143,100.693948936087,1.07353039751501e-23,4.13295333141501e-23
"SLC4A8",-2.75890946763507,1.81510024514547,864.455373639016,5.23562478115749e-190,2.78591334337377e-187
"SLC4A9",-3.48561527598822,1.70389318923455,62.3533040397094,2.87049443150963e-15,7.6768078504868e-15
"SLC5A12",-1.58006320102537,7.12381301797268,47.643426119027,5.11233818777868e-12,1.16483753876303e-11
"SLC5A1",2.31351903565033,6.01312979395258,52.2677013245749,4.84274371213471e-13,1.16056037585805e-12
"SLC5A2",-5.32450291353886,3.51241179816445,305.590249279637,1.99471612872419e-68,4.7780185855083e-67
"SLC5A3",-2.18863474282972,7.4315375278961,356.262483562698,1.83412556510575e-79,6.47550634941007e-78
"SLC5A4",2.2603447759602,0.361673186303551,118.79982810848,1.15849852956067e-27,5.29949941416165e-27
"SLC5A8",1.68145953718586,4.93359475152229,25.3193537038827,4.85809760565523e-07,8.46658044527514e-07
"SLC6A10P",1.63740653597499,0.940729528735556,91.4136315661686,1.1657065681117e-21,4.11658264003228e-21
"SLC6A12",-1.31958327645776,5.92495055637736,98.0198598944046,4.14207450906275e-23,1.556830678873e-22
"SLC6A13",1.07071560648231,7.32772848071781,24.237160340828,8.51729830211722e-07,1.46298394516076e-06
"SLC6A15",2.13575492885736,0.758765321718725,8.65894864499364,0.00325459025850752,0.00438071553541454
"SLC6A17",-2.79760355440332,1.12140519783551,290.670061121024,3.55268443780786e-65,7.5293663497723e-64
"SLC6A19",-2.34267990307476,6.36438146899154,66.0223925927447,4.45828981371341e-16,1.23395987245989e-15
"SLC6A1",2.53263389870524,2.99221193099885,206.62374882865,7.49024377667897e-47,7.44974245852737e-46
"SLC6A3",6.17152947190147,7.26405695703944,214.185204588345,1.67808741177536e-48,1.80128417493091e-47
"SLC6A8",1.50734947369468,8.86014882819434,107.417998504528,3.60517654293661e-25,1.4821612945147e-24
"SLC7A11",2.28684429454761,1.99387955788528,144.625627733255,2.59303710944965e-33,1.48877302095146e-32
"SLC7A13",-4.67588848762606,0.985595674981059,112.660640559896,2.56055328211342e-26,1.11223566618682e-25
"SLC7A7",-1.25242430915338,6.62799889171268,62.9152539918232,2.15794484927601e-15,5.7971908239025e-15
"SLC7A8",-3.7042822062839,6.28664508552271,674.272790194852,1.17599231153577e-148,2.53929122457556e-146
"SLC7A9",-1.34616630206329,4.3848819904141,56.1959633159443,6.55960726047518e-14,1.64614432497591e-13
"SLC8A1",-1.18712613738493,5.40148927135458,122.271456332731,2.0131961627568e-28,9.45307583640515e-28
"SLC9A2",-3.16590341900024,2.43182236259869,119.111925972862,9.89837216412509e-28,4.54051252688731e-27
"SLC9A3",-4.52841633487908,5.8527542428182,446.447161507052,4.2787635301508e-99,2.6451990803202e-97
"SLC9A4",-6.13604315218996,2.70264466667149,205.16217751566,1.56098588663488e-46,1.53310011370949e-45
"SLC9A5",1.96609156772724,0.216484952944429,185.754811970465,2.68545435339844e-42,2.20808964742182e-41
"SLC9A9",2.12052732666102,4.52805691231626,200.294930494265,1.80082575882551e-45,1.69277621329598e-44
"SLCO1A2",-2.17382089350262,0.260779700892897,37.1489230746976,1.09443171784154e-09,2.22880510717894e-09
"SLCO1C1",3.52971086625024,0.080071965402303,314.431744742252,2.36494279012989e-70,6.10663477125567e-69
"SLCO2B1",1.60967092663078,6.79263406557918,123.308620049741,1.19361262842365e-28,5.67080183382778e-28
"SLFN11",1.89434997178206,6.09806462551765,300.380709916067,2.72162117404251e-67,6.24798672913087e-66
"SLFN12",1.06449085319205,3.0201580989888,209.150615174519,2.10464691069202e-47,2.1433447930554e-46
"SLFN13",2.42690045686886,5.52964972981661,389.054582355775,1.32952484663019e-86,5.79198558185475e-85
"SLIT2",-1.34471928857564,3.88422102841139,44.7617849218886,2.22523582612311e-11,4.91240014422999e-11
"SLITRK2",1.61745695230974,2.32959083361084,29.6560434339927,5.15915326671633e-08,9.57595920279141e-08
"SLITRK5",3.46156131626453,2.29928775879427,98.958746286449,2.57816858810696e-23,9.77656752206812e-23
"SLMO1",1.78546511349442,0.71670504309973,208.381974283255,3.09656008884954e-47,3.1320874924487e-46
"SLN",3.03749617881766,0.89308315768551,26.1044585732177,3.23436294479726e-07,5.70348840271446e-07
"SLPI",-1.85067189960978,5.40490999977867,36.8539705316556,1.27316539718972e-09,2.57939777709133e-09
"SMOX",1.01939217864992,4.40011050815146,90.999985386439,1.43673175720978e-21,5.05570771154194e-21
"SMPD1",-1.03802934836567,5.7999640855143,247.425259480838,9.45731255970538e-56,1.36667798086373e-54
"SMPDL3A",2.00295692083722,6.71468525701458,232.808811371908,1.45480056379981e-52,1.84468711489815e-51
"SMTNL2",-1.35905446089852,4.42334559862105,94.4483288405166,2.51574416406743e-22,9.12638721705396e-22
"SMYD2",1.09423060630534,5.88077768520842,321.949934733095,5.44712330497007e-72,1.48096149855381e-70
"SNAI3",1.38581720702862,1.09994326657913,182.685671909891,1.25618212952975e-41,1.0040696109369e-40
"SNAP25",2.35427036377306,2.90027725761524,128.965804054423,6.89969103778576e-30,3.46006384288018e-29
"SNHG12",3.33260427027033,3.94326720694653,310.36082441384,1.82230752065737e-69,4.56311928576037e-68
"SNHG1",1.90379557269713,4.81510629190483,224.464445376314,9.60765862433237e-51,1.13426708275696e-49
"SNHG3",2.36568236984853,1.25577125568192,159.965062439837,1.15154729012907e-36,7.49537050049498e-36
"SNHG6",1.25308737990891,5.51859176950912,124.644675860663,6.08749669509137e-29,2.92667354824674e-28
"SNORA8",1.80555386872183,3.84813580940922,196.969293316198,9.57689281143737e-45,8.73232105248503e-44
"SNORD1C",2.30448138137051,0.253789393133517,227.345573446124,2.26070073069596e-51,2.74284854940058e-50
"SNRPN",-1.1853558641305,7.24659052854726,391.204309014174,4.52583539774769e-87,2.0009027178351e-85
"SNURF",-1.374329758776,2.6594402740243,102.589248489733,4.12365252015823e-24,1.61424852595474e-23
"SNX10",1.37938224621692,6.89859722118336,161.907751441028,4.33353768805114e-37,2.87212535650685e-36
"SNX20",2.82727170526374,1.89581796236226,256.809507251879,8.51105902761268e-58,1.36939814743414e-56
"SNX22",1.00296551883776,3.14795955027989,136.95953763416,1.23067429915585e-31,6.62660512581246e-31
"SNX33",1.3407340265578,6.23030105344097,302.419492523594,9.78706281457907e-68,2.28912792581497e-66
"SOD2",1.19873207027041,10.1662156579095,85.753807227807,2.03791503550493e-20,6.83079777592531e-20
"SOD3",-1.87482521605888,6.04520398374664,401.001962631968,3.33288752447755e-89,1.59667817450775e-87
"SOLH",1.03035568138896,6.10405535301107,232.760964703794,1.49017574294926e-52,1.88793608794226e-51
"SORCS1",-1.98853409373361,0.859278691841253,55.8319345591584,7.89387962474238e-14,1.97333745854088e-13
"SORCS2",-1.50326156532364,4.44199039345187,49.9475086079307,1.57914455190919e-12,3.67907344470602e-12
"SORCS3",3.55919718972744,4.12630112148147,64.0687154102519,1.20154441407535e-15,3.26437093824009e-15
"SORD",-2.14971565363508,5.14342234277916,454.552499211114,7.36846000810749e-101,4.85764095844219e-99
"SORL1",-1.24055272386379,7.78754848958551,137.556791819228,9.11002241947429e-32,4.93564451009991e-31
"SORT1",-1.49459848314978,7.23550940826398,409.432741811076,4.87084393567221e-91,2.49383861847355e-89
"SOSTDC1",-2.74636238467401,3.20690538709916,130.58062361984,3.05853934392328e-30,1.5510271506165e-29
"SOST",-6.9110336788439,1.31909404558147,541.167918537852,1.05040020689189e-119,1.11785090589159e-117
"SOX11",6.0103244315938,2.72046580312563,328.153923720249,2.42587603486234e-73,6.95060135450268e-72
"SP140",2.15544477667901,2.26055155266158,150.687708469307,1.22643700227056e-34,7.42188663559263e-34
"SPAG17",1.17221381555951,2.94228337212163,32.2663857645114,1.34418724838598e-08,2.57383958536213e-08
"SPAG4",3.70961343111283,5.45774821788006,613.875865652309,1.6059967561047e-135,2.62942260101143e-133
"SPARCL1",1.68946720438413,9.19062867727828,120.86364565209,4.09320249291514e-28,1.89924085773723e-27
"SPARC",1.74851646995973,11.6434005985026,210.700401389895,9.66182704314275e-48,9.94140615440497e-47
"SPATA18",1.85253414410396,5.57933740779509,207.820164186511,4.10634801634398e-47,4.14501890890982e-46
"SPC25",2.7909933243824,0.820456193541626,217.995681467902,2.47505854660406e-49,2.75604613496665e-48
"SPDYE6",1.5125417522377,0.596000178287513,124.332275947072,7.12544545254111e-29,3.41686552292919e-28
"SPHK1",1.56182797994258,3.20215778056366,81.5963552083008,1.66921698206782e-19,5.40409904733344e-19
"SPHK2",-1.33974026394725,4.47035890223078,586.074899474636,1.78927956188394e-129,2.53890249452465e-127
"SPI1",2.11804804342175,5.47728215992942,272.075347161439,4.00500145027029e-61,7.30361280386501e-60
"SPINK13",4.22044919679919,1.89836289162542,83.1626463333904,7.55723413807996e-20,2.48335314122747e-19
"SPINK1",-1.12136286873591,3.17762656646778,10.9369409954576,0.000942656775732981,0.00132060585817073
"SPINK5",3.12827436525875,1.81857929624086,84.3509725695858,4.14295050102329e-20,1.37596566015929e-19
"SPNS2",-1.21653321860909,7.14958841722023,173.671121838985,1.16790000213705e-39,8.55904679382191e-39
"SPN",2.29102974107595,4.24189984633531,219.959981560699,9.22810732171257e-50,1.05114350906877e-48
"SPOCD1",1.44110765848576,0.197889974930117,37.2589490484069,1.03439228240879e-09,2.10912968600090e-09
"SPOCK2",-1.23884469580787,7.23378128071905,171.666610671102,3.20016395129967e-39,2.31116057733465e-38
"SPON2",1.50148679603894,6.95140006177992,56.9646471842678,4.43717150808493e-14,1.12201999828509e-13
"SPRY1",1.50471975486638,6.95623954050927,128.243732664785,9.92719152665467e-30,4.93840489334317e-29
"SPRY4",1.36633065714584,6.97234674254355,137.564116683614,9.07648033910599e-32,4.91926084293707e-31
"SPSB1",1.23248879003279,5.46925340992941,75.3074682910473,4.0283304901203e-18,1.23038327126491e-17
"SPTBN2",-5.02535055586008,6.4937536956948,547.565262868174,4.26232435661445e-121,4.73913213352229e-119
"SPTBN5",1.21621202956923,2.38678518890682,34.9253377731907,3.42593410758376e-09,6.79486052567764e-09
"SPTB",-2.16943215507076,2.91952070354062,535.344238813175,1.94218943687454e-118,2.0094916958329e-116
"SQRDL",1.20430872487102,6.5272031635851,302.005415858238,1.20465744355512e-67,2.80002983643179e-66
"SRCRB4D",-2.46445837922832,2.08538755054406,357.352374790539,1.06194632775255e-79,3.7671281755203e-78
"SREBF2",-1.3493334752302,6.69496028371951,437.082426952936,4.67118756310814e-97,2.7185946680761e-95
"SRGAP3",-2.55507049389271,3.03133382520353,722.614063049844,3.61607852805318e-159,9.2889575843904e-157
"SRL",-1.85135813099261,1.59067405540955,309.804173433328,2.40926312661195e-69,6.0126652132984e-68
"SRRM5",1.07056827917232,0.278354985313787,88.8852287137497,4.18395907924939e-21,1.44465368068914e-20
"SSPN",1.35928613595101,5.72489466776502,172.644920424221,1.95665796548624e-39,1.42344956190329e-38
"SST",4.7541712994946,5.08915762547927,57.5848423806071,3.23710580140266e-14,8.23452950915113e-14
"ST14",-1.49224354441607,6.4006505960535,101.334556854012,7.76885491510036e-24,3.00488497871444e-23
"ST20",1.02804106842552,1.92757176133373,67.6302983155589,1.97213576447221e-16,5.55861724458408e-16
"ST3GAL4",-1.30100073279018,5.21688763634703,100.936332027951,9.49881286113334e-24,3.6597572489792e-23
"ST3GAL5",1.12838167300665,4.16401236338931,122.365886110015,1.91962291834752e-28,9.03362661416919e-28
"ST6GAL1",-2.47862598782406,7.68285586605134,597.10842240952,7.12430786879046e-132,1.07217235290009e-129
"ST6GALNAC2",-1.47430600212374,2.89614188793626,89.7687305605781,2.67691938878414e-21,9.32073427751693e-21
"ST6GALNAC3",-1.10374086277627,3.62203982250654,105.873735482502,7.858633195711e-25,3.18427457119658e-24
"ST8SIA1",1.12839037688129,1.4118296906972,43.3080103586996,4.67665052616794e-11,1.01600198584684e-10
"ST8SIA4",3.81174969874964,5.9425727294862,555.323812225055,8.74691059407369e-123,1.05096952371858e-120
"ST8SIA6",1.14200063350906,0.984712253883308,10.9527673483263,0.00093463921232563,0.00131011286333988
"STAB1",1.44586197850556,7.65588008599244,135.33963053232,2.78258542000262e-31,1.47431508437479e-30
"STAC3",2.6543970098903,1.70476971295756,431.519353445087,7.58930905237072e-96,4.36575735796415e-94
"STAG3",2.62211305595957,0.735157805473556,203.68519995153,3.27849484596521e-46,3.16977902076805e-45
"STAMBPL1",2.87710624603215,4.0606811010674,522.964171847432,9.5862896068702e-116,9.21458895824253e-114
"STARD5",1.18800683378624,1.69063628751646,209.077132952553,2.18379214821829e-47,2.22242617597707e-46
"STAT4",2.53244029998105,2.3823444649713,347.526186689769,1.46505148328969e-77,4.91617163277774e-76
"STBD1",1.20883971253422,5.31209411374559,174.457921504784,7.86291729295037e-40,5.80235783792311e-39
"STC2",4.06481448196613,7.13738069652939,412.579032892933,1.00633247413388e-91,5.27934772257773e-90
"STEAP3",1.29227018655507,5.42411447632351,36.4673064411226,1.55248533439141e-09,3.1359109269384e-09
"STEAP4",1.42173305574427,5.6551627116353,61.8129951560244,3.77673616429375e-15,1.00445541077852e-14
"STIL",1.13128415245167,2.10329665917494,116.957682616831,2.93258458994419e-27,1.3268320013841e-26
"STK10",1.24372591738446,5.84263284805782,302.343143190189,1.01691790544976e-67,2.37477427481129e-66
"STK32A",-1.37751801742584,0.365595003613221,22.0220188322178,2.69540491251263e-06,4.48802389266045e-06
"STK33",-1.55028368149626,2.17859423419921,50.3456599098064,1.28914891478965e-12,3.02234928110952e-12
"STK39",1.0802175234982,5.57847603601217,54.627180413372,1.45706418600686e-13,3.5852682588466e-13
"STK4",1.0056097426108,5.85346401267381,242.171312034553,1.32212123034866e-54,1.82054382726106e-53
"STMN2",4.72183389121955,0.562028295302182,50.318771801972,1.30693371055161e-12,3.06067358590199e-12
"STMN3",1.85644520274248,6.75737923561587,157.178995859316,4.67775089968893e-36,2.97582453691142e-35
"STOX1",-1.49572689393782,1.46542212553996,83.7753317517154,5.54321966134636e-20,1.83448311271434e-19
"STRA6",-4.42665873240051,1.77855872832671,485.028683465039,1.7199868348289e-107,1.34874125537451e-105
"STX11",1.24059003634861,3.35415830808433,148.886003111818,3.03709798953648e-34,1.80493509956538e-33
"STX16",1.01991208511246,6.58676472587979,151.698288865193,7.37509582634301e-35,4.5051887132712e-34
"STX1B",1.94758784510639,1.58646010863268,149.880755854942,1.84087258894523e-34,1.10326471048652e-33
"SUCLG1",-1.69575357995611,6.82852012171625,504.314913187675,1.09430972053479e-111,9.37018421048723e-110
"SUCLG2",-1.10702711544698,6.17338565818568,340.060635322059,6.18963886166581e-76,1.95380147033811e-74
"SUCNR1",-1.85738374187292,3.04428974319281,100.464642133145,1.20529502414435e-23,4.61993582833206e-23
"SULF1",1.29531775112301,6.98947032628944,65.4744040238746,5.88736652590055e-16,1.6204669105744e-15
"SULT1A3",1.17758094805736,4.62550995725735,114.714927425267,9.08643265154524e-27,4.02194771465753e-26
"SULT2B1",-3.67159046341422,0.906800468732389,306.367184023793,1.35090258793838e-68,3.2726988061291e-67
"SUSD1",-1.37415688849796,4.40600155463842,197.185641826247,8.59031568075514e-45,7.84234763036586e-44
"SUSD2",-1.84413426194391,5.7661054682369,215.318531794461,9.49686281965713e-49,1.02531709529037e-47
"SUSD4",-3.6694948438183,3.14108371317868,449.399068680809,9.74754066649536e-100,6.17994078255806e-98
"SVEP1",-1.52056599084999,4.42715894775947,103.195750863915,3.03616599910889e-24,1.19671527038951e-23
"SYCE1L",1.58917973985069,0.359683355045646,49.4016273962426,2.08572549612911e-12,4.836610765265e-12
"SYN1",1.35907408379703,1.27480018011547,53.1854323568832,3.03501246663252e-13,7.34307417024324e-13
"SYNC",1.37624056272414,3.20824986587789,26.7296210357929,2.34006659761003e-07,4.16344067802625e-07
"SYNE2",-1.33215648921545,7.99558391565326,304.474162060581,3.49161023501307e-68,8.27050888576467e-67
"SYNGR1",-1.53308133244903,4.67333651101049,197.52016134978,7.26113814676477e-45,6.64519024868847e-44
"SYNJ2BP",-1.07572927963939,6.06929401887072,357.577812813977,9.48447143395425e-80,3.37253317170607e-78
"SYNM",1.0753344901098,5.9262876301134,120.818327242043,4.1877826966833e-28,1.94191641449998e-27
"SYPL2",-1.28238042798267,3.56354577892647,133.642913698982,6.54012586361353e-31,3.41779499270354e-30
"SYP",-1.56196058225008,1.54438018673543,220.550859473582,6.85847818578331e-50,7.84826931566709e-49
"SYT12",1.92479869607898,2.6648011655566,54.7685441006868,1.35593729043763e-13,3.34472014738912e-13
"SYT1",-2.01774376887176,0.99965022134806,106.410025668697,5.99536585657665e-25,2.44324277617986e-24
"SYT7",-3.61372643491976,3.1836494100877,371.94265230494,7.06677781884005e-83,2.74903192487984e-81
"SYT8",2.26424339179802,0.702525375384495,15.4756131982244,8.35766216092814e-05,0.000126097021301943
"SYTL1",1.28102488728509,2.65260437676876,56.3335118612208,6.11640282435977e-14,1.53854947965788e-13
"SYTL3",1.31922602737701,3.67880376092646,105.756391825776,8.33804673558226e-25,3.37669362091438e-24
"SYTL4",-1.03061472781127,3.82137544043649,93.9222401611543,3.28166020287388e-22,1.18587085526602e-21
"SYTL5",-1.37737012070538,0.806564819088024,37.9427153409081,7.28525816462529e-10,1.49714567441037e-09
"TACC3",1.34652633361958,4.10798021281026,165.886069724421,5.8580496852895e-38,4.02578792717382e-37
"TACR1",-1.24407597704648,1.09705830118883,61.448336448446,4.54514186346623e-15,1.20259400859143e-14
"TACSTD2",-4.0387849035662,6.78464421581404,455.964634375298,3.63132273276097e-101,2.44810304956587e-99
"TAF1D",1.63486783760712,5.28843690623809,316.021287625543,1.06553483144962e-70,2.79496539679011e-69
"TAGAP",2.16178237166573,3.59276861078423,218.857116473037,1.60575217268228e-49,1.80287126004471e-48
"TAL1",1.12342634046608,3.31700211267229,67.0174594749112,2.69113176048382e-16,7.53527008070823e-16
"TAP1",1.91041948325784,7.51582480462748,341.472352516033,3.04944235810922e-76,9.68734364466295e-75
"TAP2",1.0721424264103,6.678407958598,164.607854269491,1.11422770201677e-37,7.56994005123024e-37
"TAPBP",1.60039486730045,8.5511192926654,383.567375409445,2.08111930352341e-85,8.7589255658744e-84
"TAS2R20",1.84807745586424,0.441237162688439,164.050587356017,1.4747235150199e-37,9.98122278163967e-37
"TAT",5.16406935294254,0.947566704574464,51.5439676603746,7.00114774194597e-13,1.66602939158686e-12
"TBC1D10C",2.43319500624821,3.49052630111813,235.969368737898,2.97572990243219e-53,3.86196862511648e-52
"TBC1D13",-1.02106402119518,5.7768209286099,413.984344874539,4.97561784164408e-92,2.62878475966862e-90
"TBC1D16",-1.02414647962011,5.24071867035125,104.698867591988,1.42182281892035e-24,5.68996459282684e-24
"TBC1D24",-1.1173340925432,4.03441056740365,165.848489198758,5.96983298445837e-38,4.09882680347674e-37
"TBC1D2B",1.00406586646618,6.35963813206619,223.272885318766,1.74786235003209e-50,2.04567173237455e-49
"TBC1D3B",2.51465873878853,2.8034464397359,220.04550226013,8.84012472560231e-50,1.00849171735642e-48
"TBC1D3C",2.48476904478111,0.562229186026653,103.619145853848,2.45196226001863e-24,9.71073517065857e-24
"TBC1D3",1.23843915090372,3.95430717281008,123.626470991732,1.01693370477231e-28,4.8468634892523e-28
"TBC1D4",-1.40519367938015,6.09737748210788,326.950382935269,4.43616040792557e-73,1.25492924034513e-71
"TBC1D9",-1.07177784183618,6.05083619059693,192.109357150826,1.10132871649017e-43,9.57892384529304e-43
"TBX15",3.37212724318319,2.72543919637908,198.339894701229,4.80962710646585e-45,4.43157911312521e-44
"TBX19",1.76864738289156,2.282687388381,249.586965356436,3.19510583344105e-56,4.7319962040197e-55
"TBX21",2.72009733971853,1.27923339298536,324.526047888573,1.49641233221309e-72,4.12871246993386e-71
"TBX3",-1.79080087933465,3.83346826184892,252.506111223987,7.38066523664034e-57,1.12438171125465e-55
"TBXAS1",2.00153930981773,4.72575121977215,330.68696899579,6.81028141685062e-74,1.99344563516026e-72
"TCEAL2",-3.00012299703317,1.45851647866708,142.081006630223,9.33617113977277e-33,5.23915682905742e-32
"TCERG1",1.0410923424468,5.35035432860241,162.131521455601,3.87217717867135e-37,2.57436714792612e-36
"TCF19",1.37916808084482,4.81600323764603,108.736100393394,1.85397077751727e-25,7.71788505566634e-25
"TCF21",-3.24295818751079,3.95130881045221,670.80240403522,6.68507780639119e-148,1.4228710605346e-145
"TCF4",1.36904111108789,6.9383497418824,137.607477150097,8.88043810385343e-32,4.8182682924003e-31
"TCF7",1.05897183829868,3.32248630691447,51.0625535776232,8.94688796822215e-13,2.11721225918904e-12
"TCHH",1.52673769688428,1.00490254769448,26.9090857540585,2.13254009452949e-07,3.8001094209299e-07
"TCIRG1",1.14866637614691,6.10935604810493,165.209837092274,8.23136201661154e-38,5.61791400300024e-37
"TCL6",-2.63596224261971,2.34373915178519,109.047804368366,1.58418743935058e-25,6.61143099688634e-25
"TCN1",4.50976291027339,0.0804336227242105,35.2626666952136,2.88102173450987e-09,5.73854850567681e-09
"TDGF1",-3.29934463935929,2.48527035719511,98.6031494941569,3.08528148686758e-23,1.16609865227905e-22
"TDO2",3.12283564488038,1.72521379898487,89.9468171588748,2.44648753351617e-21,8.53035753846419e-21
"TDRD10",1.42237185653873,0.443777519082766,85.9962615576221,1.80276125555411e-20,6.07265203402683e-20
"TDRD9",-1.00937264223627,1.83402988160074,15.8915689170985,6.70768618933946e-05,0.000101956556350713
"TEK",-1.28421698306796,5.64245164151013,138.000324312286,7.28648964080515e-32,3.96498937758787e-31
"TET3",1.12219799528397,4.64527247894322,232.741232148671,1.50501425814809e-52,1.90511532983419e-51
"TEX11",4.01730940611649,2.16697498656145,101.830332938606,6.04868145750438e-24,2.35052960446943e-23
"TEX15",6.50094474593435,2.76560345713627,148.469893506553,3.74468836231693e-34,2.22102356330255e-33
"TEX264",-1.02273725624824,6.44999188052692,252.351493520464,7.97631485365136e-57,1.2138826864612e-55
"TFAP2A",-2.02214931264686,2.78397516883253,86.987415563021,1.09213896751905e-20,3.70993581328462e-20
"TFAP2B",-5.58372123794565,2.48213411017201,317.286616771325,5.64862321060634e-71,1.48428284329495e-69
"TFAP2C",-1.97726914643463,0.829899496092423,48.0385607259306,4.17918736964746e-12,9.55875232121239e-12
"TFCP2L1",-3.42913918833221,6.41457836419248,227.34609931223,2.26010380450803e-51,2.74284854940058e-50
"TFPI",1.21546332953259,7.85023559996743,65.8443055708823,4.87988228402027e-16,1.34839328912496e-15
"TFR2",4.49438879669975,1.64394264120675,137.251164823409,1.0625801949068e-31,5.7339305772968e-31
"TF",4.07263415810174,4.94757965008067,60.9724139983098,5.78801871473994e-15,1.52413734236321e-14
"TGFA",1.7922459692851,7.44909552345248,149.649642033302,2.06795090193594e-34,1.23736548144352e-33
"TGFB1",1.32560114984741,7.56078021924157,195.999529673654,1.55907580949151e-44,1.40779821124933e-43
"TGFB3",1.10446103200801,4.52902515408019,77.1844514820101,1.55714596280382e-18,4.85150934751444e-18
"TGFBI",2.61972681230755,10.4702015503337,77.7490052892487,1.1700218102808e-18,3.66067932620193e-18
"TGFBR3",-1.47562200972143,5.8988590185706,365.051336438,2.23712852645254e-81,8.41691361505465e-80
"TGM2",1.21040709922494,9.04669183838959,78.0354935734003,1.01205577945126e-18,3.17177514893653e-18
"THBS2",1.43108520004725,7.11339694617684,41.2388388900332,1.34718895773232e-10,2.86657644690858e-10
"THBS3",1.1048276052979,4.68332389636757,141.178881100557,1.4703717244496e-32,8.19262091345349e-32
"THBS4",2.73271056442657,3.44198399379203,68.6769337128961,1.15989691785352e-16,3.30237037628505e-16
"THEMIS",2.73406891198144,2.17330107928682,187.20957557515,1.29253876852746e-42,1.08006366305612e-41
"THG1L",1.23670364820041,3.79078058554529,241.992539206487,1.44627329195398e-54,1.98599315915413e-53
"THPO",1.15954785760516,1.50258951604909,20.0364072024277,7.59816904686961e-06,1.23626865380922e-05
"THRB",-1.85721664651779,4.21505493744591,295.755812564563,2.76986441684479e-66,6.05994272343179e-65
"THSD1",1.14656385345579,3.09073430543487,94.6374682313919,2.28649206080597e-22,8.31700322606156e-22
"THSD4",-1.96269006744767,4.86622437399146,252.307578650183,8.15409524089695e-57,1.23967209177677e-55
