"","logFC","logCPM","LR","PValue","FDR"
"THSD7A",-1.95987760853167,4.34030532207063,229.690674939231,6.96308048672079e-52,8.63804630904688e-51
"TICAM2",1.44436216832014,3.55201586284586,185.217512935428,3.51814053475341e-42,2.87688121993914e-41
"TIGIT",3.43407317911498,2.31847542714181,215.554224332444,8.43654781082592e-49,9.11502000242896e-48
"TIMD4",1.95177710559174,2.69984513169446,94.4858791869667,2.46847050357029e-22,8.95925506277559e-22
"TIMP1",1.78851559292145,8.59023896176308,143.981792590541,3.58568068939433e-33,2.04529313136624e-32
"TIPARP",1.05978704940253,6.50097753125889,31.8946249091919,1.62766940791147e-08,3.10348688360288e-08
"TJP3",-3.38200212028016,2.65449157219934,223.99102013457,1.21863886165255e-50,1.43416274879632e-49
"TLCD1",-1.31744784834406,2.08697967403203,104.175796079151,1.85138482167456e-24,7.3694315944775e-24
"TLE2",-1.10690624279108,4.68928798179923,118.85221910501,1.12830037577987e-27,5.16770590185805e-27
"TLE6",-1.0974564656227,0.146160506629629,52.7367509115112,3.81387438772972e-13,9.17830956271767e-13
"TLL1",1.81153719261071,4.09024389708984,116.387779604542,3.90882882108706e-27,1.75732168392807e-26
"TLN2",-1.10506419178246,6.76593989702569,142.76351760932,6.62120364841786e-33,3.7466507086129e-32
"TLR10",2.2648135865774,0.897903916058871,138.889207115568,4.65720288367577e-32,2.55477414447295e-31
"TLR2",1.81414726419543,4.92613684808354,204.961948577148,1.72618821815463e-46,1.68867224309165e-45
"TLR3",1.62096769528689,6.17984881722396,156.631705657553,6.1606665667285e-36,3.89426267194263e-35
"TLR5",-1.00461776840289,3.19833908528982,122.693930377975,1.62708328166274e-28,7.69096250428085e-28
"TLR6",2.06247173727184,0.885374124053362,217.383271346723,3.36646452210535e-49,3.7236046707385e-48
"TLR7",2.39183735257266,3.81771144870756,183.630482795885,7.81234294346046e-42,6.28488647487135e-41
"TLR8",2.52700475219217,2.88965260390718,185.585583741037,2.92389019571334e-42,2.398845816406e-41
"TLR9",1.05833983781529,0.175950577494186,78.3400603461316,8.67447350553368e-19,2.72660296959802e-18
"TM4SF18",1.31175171184006,5.70842062661342,110.626148067503,7.1450874498871e-26,3.0354906733923e-25
"TM4SF19",4.35139622573821,0.242112398700379,127.832648028478,1.221178051297e-29,6.04864753533047e-29
"TM4SF4",2.08404660344447,1.4833715064515,24.0112134975348,9.57762729147014e-07,1.63906580537117e-06
"TM6SF1",1.00653636772854,3.19089356359476,111.901852336718,3.75443863830178e-26,1.62043398818245e-25
"TM7SF2",-1.33732543195035,4.94438493279632,151.892175488898,6.68947294431773e-35,4.09307833254168e-34
"TMC4",-2.40621487869329,4.74404153930122,206.987683763191,6.23864050857617e-47,6.23403788982404e-46
"TMC7",1.17007343072988,1.94021291221692,114.485388865085,1.02015164321401e-26,4.50748497397555e-26
"TMC8",2.45275954458752,4.75524315668647,254.791520986522,2.34360100761992e-57,3.66330859937047e-56
"TMCC1",2.05107099382471,6.62826896975324,416.702179321721,1.27427334704412e-92,6.8048023647349e-91
"TMCC2",-1.10764468811733,2.20190045674368,139.49957290582,3.42489242690762e-32,1.88641302286494e-31
"TMEFF1",1.14329765719233,1.96238559631128,94.5473395803166,2.39300511052088e-22,8.69594710771965e-22
"TMEM100",1.58976756453288,2.69190718832503,46.564978885055,8.86301644710526e-12,1.9950155921653e-11
"TMEM116",-1.1355454373061,3.92254688437197,126.261844677665,2.69475159994028e-29,1.31593261512653e-28
"TMEM125",-1.14907539153732,3.71711048124464,59.6462760407809,1.13533891363048e-14,2.95123863085934e-14
"TMEM130",1.34375555230346,5.28381871306038,20.9707845600235,4.66340827069302e-06,7.67142760572544e-06
"TMEM132D",1.54683931432168,0.0744348467706967,24.7301956671174,6.59429059368424e-07,1.14096313500524e-06
"TMEM133",1.76197558986911,4.34288107417901,396.556728583226,3.09385220593645e-88,1.40534463464168e-86
"TMEM140",1.46973633238651,7.03078899636586,342.189623831604,2.12820727873547e-76,6.81895919266232e-75
"TMEM145",5.2787448421743,0.513701764412593,131.314915436326,2.11283165292898e-30,1.08175528511989e-29
"TMEM149",1.52109758856946,3.34777776351517,154.084773996538,2.21923064344012e-35,1.38233722878879e-34
"TMEM155",6.01369577152695,0.75134387046469,369.349178135172,2.59357332385256e-82,9.9849222098396e-81
"TMEM156",2.1508903136814,0.854338693741943,166.622696168748,4.04432242558614e-38,2.79871620152382e-37
"TMEM163",1.10722373336759,2.38311184546323,51.8607853104039,5.95785105371617e-13,1.42162112186607e-12
"TMEM164",-1.34354999027553,4.34459943370916,521.993137470292,1.55922942591821e-115,1.47031387447819e-113
"TMEM174",-2.13768455461232,4.71219993781478,77.037884842299,1.67709834828735e-18,5.21433395057039e-18
"TMEM176A",1.18944883907376,8.70250624446198,90.4648248499678,1.88294797899815e-21,6.59474422639713e-21
"TMEM178",-3.13052148088661,2.61298965731824,552.280030601616,4.01784034448155e-122,4.71352781830163e-120
"TMEM195",1.15681014747261,3.31458520788432,28.6405278068963,8.71391933553247e-08,1.59338100368309e-07
"TMEM200A",1.48300622470826,5.61858083932379,118.878428828921,1.11348983421809e-27,5.10144066421134e-27
"TMEM200B",1.2238576557678,4.0478885921862,79.0881784795499,5.9398693015088e-19,1.88013836250647e-18
"TMEM207",-8.0768585811073,0.794824503134099,376.334960015399,7.81462415289484e-84,3.1382772305655e-82
"TMEM213",-3.22647972002619,6.02912643338207,72.1407604190516,2.0038173577838e-17,5.90717744630409e-17
"TMEM22",1.54943565136432,3.44277902621282,205.629493200112,1.23433575669383e-46,1.21871228886557e-45
"TMEM233",2.38985753660865,1.62701848435239,205.946898605213,1.05239276842391e-46,1.04183387752477e-45
"TMEM25",-1.3074546088765,4.25502291651867,176.725233640107,2.51460782400009e-40,1.89313501615853e-39
"TMEM2",1.36507395478983,7.00777273302211,258.474570895293,3.69000497795198e-58,6.04147078752819e-57
"TMEM30B",-2.8844694348173,4.31806095573519,270.097656272453,1.08050183289322e-60,1.94895845136514e-59
"TMEM44",1.68680783428778,4.41301638194017,192.73648305481,8.03596005993498e-44,7.05110535529866e-43
"TMEM45A",3.41749399445338,5.52697582289795,183.634763754809,7.79554876366743e-42,6.27476396703842e-41
"TMEM45B",-3.9654065343446,3.30009801587302,574.0672928401,7.32110513235384e-127,9.82676985287747e-125
"TMEM56",-1.02320255410006,4.12696009937742,103.054025308014,3.26132235970786e-24,1.28240807171516e-23
"TMEM61",-3.06314238407008,2.25533416069753,101.331444119935,7.78107277684718e-24,3.00804886617141e-23
"TMEM71",1.08234805856318,1.29555848887259,90.881993385588,1.52501174164483e-21,5.35749821711065e-21
"TMEM72",-3.33505323482472,3.74749494582028,345.312543828407,4.44548366212855e-77,1.45567606773743e-75
"TMEM82",-1.49161420184188,2.88267886860255,41.0317051295135,1.49779652847331e-10,3.17615577536633e-10
"TMEM86A",-1.37351565837553,4.16208796998244,248.535461525279,5.41658988315371e-56,7.92748258046239e-55
"TMEM91",3.73580668660188,5.77493110358822,364.898391970046,2.41542139921139e-81,9.06482705966008e-80
"TMEM92",2.7956487459281,2.88738978086472,80.3998831216062,3.05813294061959e-19,9.77329958865106e-19
"TMPRSS13",-1.7552801230702,0.1717623239947,107.080285554488,4.27495497894368e-25,1.75172041340159e-24
"TMPRSS2",-3.74148254962902,4.63434299555991,189.31239704257,4.4918092962832e-43,3.81113136135099e-42
"TMPRSS4",-3.92427223532709,2.39614619062132,191.589766446944,1.42996951659115e-43,1.23866952486579e-42
"TMPRSS6",2.19122991389308,0.361003308610724,39.3757400516371,3.49613693285066e-10,7.28618606274192e-10
"TMSB10",2.03747280767341,10.0986391105453,335.425039649458,6.32754391676852e-75,1.93184583639209e-73
"TMSB15A",1.02323046344804,0.146859571987653,18.7778993236561,1.46859116827963e-05,2.34492978418157e-05
"TMSB15B",1.36381760623366,0.695351527005596,153.513921021865,2.95772242388894e-35,1.83231211615473e-34
"TMSB4Y",-1.34456488891763,0.351153312568598,20.1604011897657,7.12119596185853e-06,1.16005574716521e-05
"TNC",-1.25832676343573,7.44251022213509,68.8555280724747,1.05947200647099e-16,3.02338123432509e-16
"TNFAIP2",1.14858905422116,6.67018738514774,84.8623492429753,3.19876672289266e-20,1.06594554695544e-19
"TNFAIP3",1.36953170029668,6.28398800738102,166.870677246964,3.57008199901887e-38,2.47513502575068e-37
"TNFAIP6",6.39944269065658,5.63981417069805,403.372646918682,1.01568589104549e-89,4.92921957351361e-88
"TNFAIP8L2",2.54836434419098,2.83699424334087,330.260621466529,8.43380822729626e-74,2.459007999579e-72
"TNFAIP8",1.01012360504637,5.31285550165726,133.898329179854,5.75062048918667e-31,3.00943079270784e-30
"TNFRSF10B",1.59581184860126,6.76995002473186,359.997715587936,2.81891112846371e-80,1.01446755804301e-78
"TNFRSF11A",1.0713572534781,1.14922708013005,42.6669771813465,6.4898709141536e-11,1.39890895182255e-10
"TNFRSF11B",-1.00673929442982,5.54209318150368,55.7195067586833,8.35847685656067e-14,2.08632847522026e-13
"TNFRSF14",1.86068528848809,7.59049165745608,304.922100059164,2.78894590095012e-68,6.63778034796418e-67
"TNFRSF18",3.23872113030978,0.689246038898167,249.840360617605,2.81347168062083e-56,4.18885360319745e-55
"TNFRSF1A",1.00015452045633,7.35688260726706,241.243333034249,2.10671741893335e-54,2.8769920095956e-53
"TNFRSF1B",1.31956194152245,6.43239770216118,178.274939507529,1.15366794729365e-40,8.81913737646388e-40
"TNFRSF25",2.61483034350758,2.03035639996764,221.999588090234,3.31307449951604e-50,3.82944119226451e-49
"TNFRSF4",3.44707909915298,3.39322883701112,419.635913555755,2.9288293418839e-93,1.60428780752677e-91
"TNFRSF6B",3.43228770370463,4.44521801767896,216.097436570807,6.42193855613817e-49,7.00955769581704e-48
"TNFRSF9",4.75558541453823,1.67621592886725,217.36803582579,3.39232517928477e-49,3.74942528532372e-48
"TNFSF12-TNFSF13",1.9634327972572,3.81795626669725,100.126489261667,1.42968556546644e-23,5.47018110936942e-23
"TNFSF13B",3.01185889737619,2.62320920780826,244.030070905615,5.19995972505132e-55,7.32270320827407e-54
"TNFSF14",4.22336710032479,0.483953484543282,206.946540026439,6.36893724730216e-47,6.3566262446825e-46
"TNFSF15",-1.18000690324932,0.451816421712803,73.1025790477828,1.23083582136626e-17,3.67352221605288e-17
"TNFSF4",1.17218722704428,2.31552006188479,121.658452437989,2.74203120196944e-28,1.28067469837438e-27
"TNFSF8",2.25881573037583,1.91397811694198,219.185668840674,1.36148056420168e-49,1.53788467976048e-48
"TNFSF9",3.64563303306038,3.03080893859657,304.594252427226,3.28748204352748e-68,7.79939410294841e-67
"TNIP3",4.7437058042173,0.209602415803435,187.641072518953,1.04052011703782e-42,8.73392068943465e-42
"TNK2",1.10786814746132,5.66921954381093,158.27991489552,2.68830504411156e-36,1.72419530142997e-35
"TNNC1",-3.60055836428514,0.168739748765367,270.920105921842,7.15117520791755e-61,1.29617225575138e-59
"TNNI1",-4.0449540404171,1.21430535107628,440.321513563359,9.21451609657865e-98,5.49148301291701e-96
"TNNT1",2.48328154591271,1.03092922822709,18.0569264725538,2.14397227542285e-05,3.38164756844432e-05
"TNNT2",-5.50411997352823,0.946421167187467,361.133934867006,1.59468154799684e-80,5.7808176115827e-79
"TNNT3",4.58000869706908,0.756652936717729,53.4074303243198,2.71069636583473e-13,6.5808481594544e-13
"TNN",1.39817331481074,0.708133021463359,32.108472076878,1.45800118764611e-08,2.78586340097065e-08
"TNS4",-2.35691431428288,0.480627232487068,135.995524214752,1.99980717547608e-31,1.0652530249345e-30
"TNXB",-1.16831236101886,5.63149260796725,69.0566594417702,9.56749298329496e-17,2.73705986862734e-16
"TOM1L2",-1.09450647897753,6.13038187475325,353.026072131625,9.29346165111512e-79,3.22007639860382e-77
"TOP2A",2.40511531274695,4.64095154902089,166.901826130431,3.51458651992268e-38,2.43779443949385e-37
"TOX2",1.87154881475511,3.0886253792516,193.467473584117,5.56533714980525e-44,4.90638805887269e-43
"TOX3",-2.15144354406691,3.45500157484676,102.578408993913,4.14627732597472e-24,1.62267890411603e-23
"TOX",-1.02053597602878,3.18548085131282,45.6212973711647,1.43473101992086e-11,3.19952963116313e-11
"TP53INP1",1.19289696779466,6.15104115655486,170.384821413973,6.09702808642452e-39,4.36099958999707e-38
"TPD52L1",-1.6250510293127,4.33720717112003,143.516135897808,4.53295739661702e-33,2.57184052750179e-32
"TPK1",1.17681712096882,3.66560829947929,115.260072896935,6.90246595011302e-27,3.0698459758428e-26
"TPRG1",3.34729753956148,0.851583278594825,158.634896561459,2.24861317789306e-36,1.44592523683335e-35
"TPSAB1",1.39928233282355,4.19046547497368,54.6246463797751,1.45894418116213e-13,3.58930141267084e-13
"TPSB2",1.43003081183427,4.85053778150966,51.0826639659738,8.85569479616176e-13,2.09663112614038e-12
"TPSG1",3.65921706263895,1.78628632317936,73.2991277198779,1.11417141308399e-17,3.33133451405546e-17
"TPX2",2.56281703161424,4.10111707016582,187.663375381102,1.02892077397718e-42,8.64142650027396e-42
"TRADD",1.18592726380915,5.79963745122918,342.319932648865,1.99358852146216e-76,6.40139555630705e-75
"TRAF3IP2",1.25161852922467,5.45172567174398,230.270752990487,5.20350553680141e-52,6.49305100442246e-51
"TRAF3IP3",1.89176851990576,3.07439540496678,171.496460462281,3.48604326732871e-39,2.51396702032577e-38
"TRAF5",1.14698342349128,4.38148913026593,103.53070001875,2.56390282060614e-24,1.01459729413575e-23
"TRAM1L1",-1.27430064941908,2.69324686002753,212.572649447372,3.77226754481171e-48,3.96354119535611e-47
"TRANK1",1.03414664974451,5.00846889230936,127.18778437681,1.6900165520344e-29,8.3128281970157e-29
"TRAT1",3.02216108743601,1.38238328377999,191.205853391497,1.73429737104276e-43,1.49619551425397e-42
"TREH",-2.67640656532617,1.86266119889287,128.295878866757,9.66976778070462e-30,4.81195291131323e-29
"TREM1",3.06821054672032,1.64867268822112,111.704275528007,4.14787283089434e-26,1.78661917627912e-25
"TREM2",4.20349167392319,4.49215791788503,427.82816148562,4.82604380440547e-95,2.73396299018392e-93
"TREX2",1.75204944726012,0.849087113346073,50.2183349145471,1.37556544163235e-12,3.21836518763826e-12
"TRIB3",2.98721703166445,5.97157014977681,223.659140037404,1.43966363400806e-50,1.68761199709567e-49
"TRIM14",1.17616699586059,5.89095062168169,113.176898664028,1.9735760251001e-26,8.61538505653863e-26
"TRIM15",1.14194158965273,3.42111296035992,29.0365359529496,7.10260256143885e-08,1.30773202623427e-07
"TRIM22",1.54978366881176,6.69933194373167,236.216550140655,2.62841108410536e-53,3.4171637645799e-52
"TRIM29",-1.26627832175936,1.83717930541997,26.7169631165441,2.35544598533844e-07,4.19030325200686e-07
"TRIM2",-1.87932575964142,6.48780326541977,305.624304599317,1.96092976441573e-68,4.70465258615618e-67
"TRIM36",1.6894809413184,1.22701775021013,121.307754214994,3.27221994163561e-28,1.52352515345091e-27
"TRIM46",1.83142218947812,1.11127141339352,91.6967726590589,1.01029526973668e-21,3.57284339515947e-21
"TRIM52",1.16533755761482,3.97805989780672,127.439150578115,1.48896754946744e-29,7.33860776454717e-29
"TRIM54",2.35956794090168,2.34154888272355,38.3117698130453,6.0297866318294e-10,1.245325631101e-09
"TRIM55",1.24464264536674,4.43649625919158,51.3823597238841,7.60185568395539e-13,1.80580433410796e-12
"TRIM59",1.42028926259253,3.04469994719771,258.864159370986,3.03462002687916e-58,4.99037569320891e-57
"TRIM63",3.85754876903406,2.66162292337865,38.5311301009665,5.38872648053683e-10,1.11555697976266e-09
"TRIM69",1.55501536570028,1.07692905188894,186.021221930031,2.34887355751534e-42,1.93668329459995e-41
"TRIM7",1.45213701896805,1.92982517071893,50.9920366633334,9.27414512013385e-13,2.19152241308286e-12
"TRIM9",3.2273645872809,4.16487284322465,315.495000047955,1.38742404906833e-70,3.6201805441452e-69
"TRIP13",2.20054519961084,2.57687957863756,233.83565797961,8.68718183969188e-53,1.1062420703382e-51
"TRNP1",-2.05598894562596,3.02724482715424,126.240220570374,2.72427521481985e-29,1.32947842861451e-28
"TROAP",3.12161513154604,1.25615269817543,199.37321533405,2.86161621633287e-45,2.65971428615991e-44
"TRPA1",3.64117164950888,2.84582465330531,173.334408009517,1.38337151519623e-39,1.01232083521162e-38
"TRPC2",4.47321149567527,0.804804584039744,111.95349955803,3.65789702519443e-26,1.58013939629956e-25
"TRPC4",1.28292379752227,1.85612317585856,85.5447035431755,2.26522210591276e-20,7.58416722606611e-20
"TRPM2",2.82107457161671,4.30327627054725,326.369520494272,5.93640767219827e-73,1.66565984760983e-71
"TRPM3",-1.39133291534279,3.10877471925987,57.8155369564721,2.87886822704373e-14,7.34456467717886e-14
"TRPM4",-1.1159363919869,5.27233128514759,261.294858983674,8.95922513619157e-59,1.50150163446702e-57
"TRPM6",-3.09365989606856,1.10711473899327,506.76860730271,3.20093999008003e-112,2.80534146542367e-110
"TRPV2",1.99105037323924,4.44162352970836,452.575886242149,1.98396942767882e-100,1.29079303506492e-98
"TRPV6",-5.40722055003684,0.959577181704578,808.277433099453,8.55873651968177e-178,3.18791538516847e-175
"TSC22D3",1.02842378249026,8.4276915068922,56.3964892210053,5.92360416935364e-14,1.49080706958108e-13
"TSGA10",-1.08894612444057,1.51489510667272,144.650596461248,2.56064785187938e-33,1.47074372957405e-32
"TSIX",4.82448399683819,3.65125258421192,43.4107704516163,4.43739001639963e-11,9.65430400910311e-11
"TSPAN10",1.62713115474024,1.68951100635879,27.3538619296311,1.69425737950309e-07,3.03799984320816e-07
"TSPAN18",1.40046312258442,6.88316581039888,126.186546058439,2.79896320100145e-29,1.36458614959819e-28
"TSPAN1",-1.24870177237381,7.59591934537509,51.0333642758048,9.08092510886426e-13,2.14722588790618e-12
"TSPAN32",2.36667482737308,0.881446230770559,234.55001825656,6.06877060905804e-53,7.7879942553278e-52
"TSPAN33",-1.66549972519618,6.48516830198023,254.637626133384,2.53181346665893e-57,3.94576243093635e-56
"TSPAN6",-1.1082927655083,5.91315256475892,287.945494973102,1.39386195114524e-64,2.87235812034757e-63
"TSPAN8",-3.71818623769671,3.44203461456968,222.758706797616,2.26285085662913e-50,2.63804498536129e-49
"TSPYL2",1.28747195572246,5.61681506390832,98.1691217836981,3.84133428197993e-23,1.44817913631627e-22
"TSPYL3",-1.09930879856452,1.03599400718002,53.7167493855884,2.31580528738176e-13,5.63501273504832e-13
"TSPYL5",-1.56658953441701,4.63644812489095,236.670311006834,2.09289332569929e-53,2.73526470698191e-52
"TSSK3",1.65017035601963,0.470820572253425,130.590145979844,3.0439023539827e-30,1.54465603446826e-29
"TST",-1.44370907516589,5.99768162752767,221.225397758785,4.88760827706961e-50,5.61453166692831e-49
